Code,Name,Category,Tags
f272,Calendar Minus,Time,calendar;date;day;delete;event;month;negative;remove;schedule;time;when;year
f271,Calendar Plus,Time,add;calendar;create;date;day;event;month;new;positive;schedule;time;when;year
f784,Calendar Week,Time,date;day;detail;event;focus;month;schedule;single week;time;today;when;year
f273,Calendar Xmark,Time,archive;calendar;date;day;delete;event;month;remove;schedule;time;uncheck;when;x;year
f030,Camera,Devices + Hardware,image;img;lens;photo;picture;record;shutter;video
f030,Camera,Photos + Images,image;img;lens;photo;picture;record;shutter;video
f030,Camera,Shopping,image;img;lens;photo;picture;record;shutter;video
f030,Camera,Social,image;img;lens;photo;picture;record;shutter;video
f083,Camera Retro,Devices + Hardware,camera;image;img;lens;photo;picture;record;shutter;video
f083,Camera Retro,Photos + Images,camera;image;img;lens;photo;picture;record;shutter;video
f083,Camera Retro,Shopping,camera;image;img;lens;photo;picture;record;shutter;video
e0d8,Camera Rotate,Photos + Images,flip;front-facing;img;photo;selfie
f6bb,Campground,Buildings,camping;fall;outdoors;teepee;tent;tipi
f6bb,Campground,Camping,camping;fall;outdoors;teepee;tent;tipi
f786,Candy Cane,Food + Beverage,candy;christmas;holiday;mint;peppermint;striped;xmas
f786,Candy Cane,Holidays,candy;christmas;holiday;mint;peppermint;striped;xmas
f55f,Cannabis,Medical + Health,bud;chronic;drugs;endica;endo;ganja;marijuana;mary jane;pot;reefer;sativa;spliff;weed;whacky-tabacky
f55f,Cannabis,Nature,bud;chronic;drugs;endica;endo;ganja;marijuana;mary jane;pot;reefer;sativa;spliff;weed;whacky-tabacky
f46b,Capsules,Medical + Health,drugs;medicine;pills;prescription
f46b,Capsules,Science,drugs;medicine;pills;prescription
f1b9,Car,Automotive,auto;automobile;car;oncoming;oncoming automobile;sedan;transportation;travel;vehicle
f1b9,Car,Humanitarian,auto;automobile;car;oncoming;oncoming automobile;sedan;transportation;travel;vehicle
f1b9,Car,Logistics,auto;automobile;car;oncoming;oncoming automobile;sedan;transportation;travel;vehicle
f1b9,Car,Maps,auto;automobile;car;oncoming;oncoming automobile;sedan;transportation;travel;vehicle
f1b9,Car,Transportation,auto;automobile;car;oncoming;oncoming automobile;sedan;transportation;travel;vehicle
